time,open,high,low,close,Volume
1745582400,35570,35660,35545,35630,17175
1745586000,35630,35845,35600,35735,38985
1745589600,35735,35860,35655,35820,37537
1745593200,35820,35860,35765,35800,16380
1745596800,35795,35910,35795,35880,10736
1745600400,35880,35990,35710,35760,23688
1745604000,35765,35965,35760,35935,11303
1745607600,35935,36010,35910,35995,10700
1745611200,35995,36080,35970,36015,7326
1745614800,36035,36035,36035,36035,1127
1745794800,35950,35990,35905,35985,16509
1745798400,35990,36100,35910,35925,88047
1745802000,35930,36040,35900,36000,37080
1745805600,35990,36010,35860,35875,24713
1745809200,35875,35905,35825,35870,23983
1745812800,35870,35920,35850,35855,19143
1745816400,35860,35900,35800,35845,29511
1745820000,35845,35910,35805,35905,39426
1745827200,35875,35920,35820,35915,13374
1745830800,35915,35965,35865,35935,13145
1745834400,35935,35955,35880,35895,11179
1745838000,35895,35980,35870,35965,10613
1745841600,35965,36010,35900,36000,10035
1745845200,36000,36070,35925,35930,27736
1745848800,35935,35980,35830,35880,29379
1745852400,35880,35925,35765,35865,30288
1745856000,35865,35870,35770,35800,13881
1745859600,35800,35845,35705,35840,12428
1745863200,35840,35880,35825,35850,7290
1745866800,35850,35990,35840,35920,8549
1745870400,35915,35925,35875,35910,2712
1745874000,35875,35875,35875,35875,697
1745881200,35930,35980,35900,35965,6926
1745884800,35970,35985,35880,35925,12983
1745888400,35920,35985,35880,35970,11470
1745892000,35970,36020,35965,35990,10212
1745895600,35990,36130,35985,36125,11272
1745899200,36120,36140,36070,36105,7904
1745902800,36100,36120,36030,36060,8393
1745906400,36055,36090,36035,36070,5806
1745913600,36115,36125,36055,36115,9335
1745917200,36110,36225,36100,36215,13800
1745920800,36215,36225,36065,36120,14649
1745924400,36120,36120,36030,36050,10471
1745928000,36050,36080,35935,35945,14806
1745931600,35945,36040,35855,35970,28093
1745935200,35980,36085,35920,36040,26306
1745938800,36040,36055,35925,36005,10526
1745942400,36010,36090,35925,35950,8721
1745946000,35945,36155,35930,36135,10074
1745949600,36140,36165,36070,36105,7348
1745953200,36105,36160,36075,36090,9839
1745956800,36085,36120,36015,36035,4262
1745960400,36080,36080,36080,36080,733
1745967600,36025,36035,35945,35960,15028
1745971200,35960,36045,35820,35890,79794
1745974800,35895,35960,35845,35865,27497
1745978400,35865,35940,35860,35885,13896
1745982000,35885,35940,35845,35915,23543
1745985600,35910,35960,35900,35955,21603
1745989200,35955,36025,35945,36015,27394
1745992800,36015,36080,35990,36025,40112
1746000000,36120,36160,36045,36045,18847
1746003600,36040,36135,36040,36115,10167
1746007200,36120,36130,36060,36110,6302
1746010800,36110,36140,36030,36060,11875
1746014400,36065,36075,35740,35810,37130
1746018000,35810,35840,35630,35635,44901
1746021600,35640,35860,35625,35845,32872
1746025200,35845,35980,35840,35940,32634
1746028800,35945,35970,35865,35950,10582
1746032400,35950,36075,35865,36045,15687
1746036000,36045,36200,36015,36040,19610
1746039600,36040,36250,36040,36145,14373
1746043200,36150,36325,36120,36275,13553
1746046800,36255,36255,36255,36255,787
1746054000,36225,36290,36215,36220,12974
1746057600,36225,36355,36105,36135,81138
1746061200,36130,36215,36060,36195,36397
1746064800,36195,36290,36185,36245,20088
1746068400,36245,36400,36235,36355,45687
1746072000,36355,36445,36345,36435,36608
1746075600,36435,36575,36420,36440,43500
1746079200,36440,36570,36420,36550,39565
1746086400,36600,36685,36545,36675,20420
1746090000,36680,36795,36650,36785,19216
1746093600,36785,36805,36705,36755,15710
1746097200,36755,36835,36710,36805,17713
1746100800,36810,36860,36680,36765,23857
1746104400,36770,36825,36665,36685,41225
1746108000,36690,36995,36690,36980,39726
1746111600,36985,37070,36850,36890,29279
1746115200,36885,36940,36825,36890,14475
1746118800,36890,37015,36880,36945,9827
1746122400,36950,37065,36945,36980,12250
1746126000,36985,37045,36830,36855,9494
1746129600,36855,36900,36710,36745,14151
1746133200,36745,36745,36745,36745,876
1746140400,36740,36765,36645,36650,19309
1746144000,36655,37010,36650,36970,100386
1746147600,36965,36975,36705,36715,59678
1746151200,36715,36760,36645,36710,32233
1746154800,36715,36800,36660,36790,24482
1746158400,36785,36935,36755,36930,45638
1746162000,36935,36950,36850,36915,34389
1746165600,36915,36915,36810,36810,34962
1746172800,36855,36880,36690,36695,21616
1746176400,36695,36745,36670,36720,13055
1746180000,36725,36780,36705,36755,10479
1746183600,36755,36760,36675,36715,7637
1746187200,36715,36940,36680,36925,30152
1746190800,36925,36930,36685,36775,36963
1746194400,36770,36975,36750,36965,30278
1746198000,36965,37015,36910,36965,20395
1746201600,36965,37110,36945,37040,26775
1746205200,37040,37090,36955,37045,11106
1746208800,37040,37170,37040,37125,9735
1746212400,37120,37225,37085,37195,12898
1746216000,37200,37240,37195,37215,4830
1746219600,37225,37225,37225,37225,1210
1746399600,37065,37070,36970,37040,10809
1746403200,37040,37155,37025,37155,17485
1746406800,37160,37165,36940,36950,17712
1746410400,36950,36995,36930,36975,7569
1746414000,36975,37010,36950,36995,6443
1746417600,36990,37000,36920,36930,5789
1746421200,36935,37035,36930,37030,8026
1746424800,37030,37080,37025,37050,8096
1746432000,37015,37050,36950,36985,11573
1746435600,36985,37030,36950,37000,8374
1746439200,36995,37050,36975,37040,6225
1746442800,37045,37070,37015,37040,7379
1746446400,37040,37090,37040,37070,9011
1746450000,37065,37125,37030,37105,18480
1746453600,37105,37235,37105,37215,27241
1746457200,37210,37235,37140,37235,13420
1746460800,37235,37300,37230,37265,7736
